Username (not for points),at_end_test.cpp,build_matrix_test.cpp,fill_matrix_test.cpp,find_exit_test.cpp,find_start_test.cpp,"Username accurate (0 good, 1 bad)",Bytes definitely lost (memory leak) (0 is perfect),Main output diff size (0 is perfect),Runtime across many runs (lower better),Print test (0 is good)
mwcxp5,pass,Probably crashed,fail,fail,fail,list index out of range,0,8771,0.002645209915935993,557
